sex,variable_code,region_name,variable_name,units,year,value,iso_code
Female,POVCOUNT,Chile,"Poverty headcount, $1.90 threshold",Million people,2019,0.026218,CHL
Female,POVCOUNT,China,"Poverty headcount, $1.90 threshold",Million people,2019,1.641029,CHN
Female,POVCOUNT,Colombia,"Poverty headcount, $1.90 threshold",Million people,2019,1.138551,COL
Female,POVCOUNT,Comoros,"Poverty headcount, $1.90 threshold",Million people,2019,0.077121,COM
Female,POVCOUNT,Congo Republic,"Poverty headcount, $1.90 threshold",Million people,2019,1.202353,COG
Female,POVCOUNT,DR Congo,"Poverty headcount, $1.90 threshold",Million people,2019,31.22075,COD
Female,POVCOUNT,Costa Rica,"Poverty headcount, $1.90 threshold",Million people,2019,0.024401,CRI
Female,POVCOUNT,Cote d'Ivoire,"Poverty headcount, $1.90 threshold",Million people,2019,2.821979,CIV
Female,POVCOUNT,Croatia,"Poverty headcount, $1.90 threshold",Million people,2019,0.007975,HRV
Female,POVCOUNT,Cuba,"Poverty headcount, $1.90 threshold",Million people,2019,0.102645,CUB
Female,POVCOUNT,Cyprus,"Poverty headcount, $1.90 threshold",Million people,2019,0.00055,CYP
Female,POVCOUNT,Czech Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.005174,CZE
Female,POVCOUNT,Denmark,"Poverty headcount, $1.90 threshold",Million people,2019,0.002756,DNK
Female,POVCOUNT,Djibouti,"Poverty headcount, $1.90 threshold",Million people,2019,0.064888,DJI
Female,POVCOUNT,Dominican Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.029598,DOM
Female,POVCOUNT,Ecuador,"Poverty headcount, $1.90 threshold",Million people,2019,0.316071,ECU
Female,POVCOUNT,Egypt,"Poverty headcount, $1.90 threshold",Million people,2019,2.766021,EGY
Female,POVCOUNT,El Salvador,"Poverty headcount, $1.90 threshold",Million people,2019,0.055684,SLV
Female,POVCOUNT,Equatorial Guinea,"Poverty headcount, $1.90 threshold",Million people,2019,0.01184,GNQ
Female,POVCOUNT,Eritrea,"Poverty headcount, $1.90 threshold",Million people,2019,0.562266,ERI
Female,POVCOUNT,Estonia,"Poverty headcount, $1.90 threshold",Million people,2019,0.001291,EST
Female,POVCOUNT,Eswatini,"Poverty headcount, $1.90 threshold",Million people,2019,0.168712,SWZ
Female,POVCOUNT,Ethiopia,"Poverty headcount, $1.90 threshold",Million people,2019,12.52739,ETH
Female,POVCOUNT,Fiji,"Poverty headcount, $1.90 threshold",Million people,2019,0.00106,FJI
Female,POVCOUNT,Finland,"Poverty headcount, $1.90 threshold",Million people,2019,0.003039,FIN
Female,POVCOUNT,France,"Poverty headcount, $1.90 threshold",Million people,2019,0.03728,FRA
Female,POVCOUNT,Gabon,"Poverty headcount, $1.90 threshold",Million people,2019,0.038026,GAB
Female,POVCOUNT,Gambia,"Poverty headcount, $1.90 threshold",Million people,2019,0.099973,GMB
Female,POVCOUNT,Georgia,"Poverty headcount, $1.90 threshold",Million people,2019,0.079267,GEO
Female,POVCOUNT,Germany,"Poverty headcount, $1.90 threshold",Million people,2019,0.039838,DEU
Female,POVCOUNT,Ghana,"Poverty headcount, $1.90 threshold",Million people,2019,1.608955,GHA
Female,POVCOUNT,Greece,"Poverty headcount, $1.90 threshold",Million people,2019,0.03981,GRC
Female,POVCOUNT,Grenada,"Poverty headcount, $1.90 threshold",Million people,2019,0.004287,GRD
Female,POVCOUNT,Guatemala,"Poverty headcount, $1.90 threshold",Million people,2019,0.648287,GTM
Female,POVCOUNT,Guinea,"Poverty headcount, $1.90 threshold",Million people,2019,1.592847,GIN
Female,POVCOUNT,Guinea-Bissau,"Poverty headcount, $1.90 threshold",Million people,2019,0.639936,GNB
Female,POVCOUNT,Guyana,"Poverty headcount, $1.90 threshold",Million people,2019,0.018214,GUY
Female,POVCOUNT,Haiti,"Poverty headcount, $1.90 threshold",Million people,2019,1.547009,HTI
Female,POVCOUNT,Honduras,"Poverty headcount, $1.90 threshold",Million people,2019,0.82751,HND
Female,POVCOUNT,Hong Kong,"Poverty headcount, $1.90 threshold",Million people,2019,0.004015,HKG
Female,POVCOUNT,Hungary,"Poverty headcount, $1.90 threshold",Million people,2019,0.018406,HUN
Female,POVCOUNT,Iceland,"Poverty headcount, $1.90 threshold",Million people,2019,0.000199,ISL
Female,POVCOUNT,India,"Poverty headcount, $1.90 threshold",Million people,2019,62.45513,IND
Female,POVCOUNT,Indonesia,"Poverty headcount, $1.90 threshold",Million people,2019,5.11014,IDN
Female,POVCOUNT,Iran,"Poverty headcount, $1.90 threshold",Million people,2019,0.257483,IRN
Female,POVCOUNT,Iraq,"Poverty headcount, $1.90 threshold",Million people,2019,0.269821,IRQ
Female,POVCOUNT,Ireland,"Poverty headcount, $1.90 threshold",Million people,2019,0.00144,IRL
Female,POVCOUNT,Israel,"Poverty headcount, $1.90 threshold",Million people,2019,0.015093,ISR
Female,POVCOUNT,Italy,"Poverty headcount, $1.90 threshold",Million people,2019,0.407947,ITA
Female,POVCOUNT,Jamaica,"Poverty headcount, $1.90 threshold",Million people,2019,0.026402,JAM
Female,POVCOUNT,Japan,"Poverty headcount, $1.90 threshold",Million people,2019,0.437875,JPN
Female,POVCOUNT,Jordan,"Poverty headcount, $1.90 threshold",Million people,2019,0.010648,JOR
Female,POVCOUNT,Kazakhstan,"Poverty headcount, $1.90 threshold",Million people,2019,0.01555,KAZ
Female,POVCOUNT,Kenya,"Poverty headcount, $1.90 threshold",Million people,2019,8.625209,KEN
Female,POVCOUNT,North Korea,"Poverty headcount, $1.90 threshold",Million people,2019,4.185644,PRK
Female,POVCOUNT,South Korea,"Poverty headcount, $1.90 threshold",Million people,2019,0.029158,KOR
Female,POVCOUNT,Kosovo,"Poverty headcount, $1.90 threshold",Million people,2019,0.006469,XKX
Female,POVCOUNT,Kuwait,"Poverty headcount, $1.90 threshold",Million people,2019,0.001754,KWT
Female,POVCOUNT,Kyrgyz Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.027433,KGZ
Female,POVCOUNT,Laos,"Poverty headcount, $1.90 threshold",Million people,2019,0.282285,LAO
Female,POVCOUNT,Latvia,"Poverty headcount, $1.90 threshold",Million people,2019,0.004361,LVA
Female,POVCOUNT,Lebanon,"Poverty headcount, $1.90 threshold",Million people,2019,0.22481,LBN
Female,POVCOUNT,Lesotho,"Poverty headcount, $1.90 threshold",Million people,2019,0.306446,LSO
Female,POVCOUNT,Liberia,"Poverty headcount, $1.90 threshold",Million people,2019,1.185535,LBR
Female,POVCOUNT,Libya,"Poverty headcount, $1.90 threshold",Million people,2019,0.093065,LBY
Female,POVCOUNT,Lithuania,"Poverty headcount, $1.90 threshold",Million people,2019,0.010683,LTU
Female,POVCOUNT,Luxembourg,"Poverty headcount, $1.90 threshold",Million people,2019,0.000932,LUX
Female,POVCOUNT,North Macedonia,"Poverty headcount, $1.90 threshold",Million people,2019,0.038717,MKD
Female,POVCOUNT,Madagascar,"Poverty headcount, $1.90 threshold",Million people,2019,10.16926,MDG
Female,POVCOUNT,Malawi,"Poverty headcount, $1.90 threshold",Million people,2019,6.402664,MWI
Female,POVCOUNT,Malaysia,"Poverty headcount, $1.90 threshold",Million people,2019,0.012043,MYS
Female,POVCOUNT,Maldives,"Poverty headcount, $1.90 threshold",Million people,2019,0.007644,MDV
Female,POVCOUNT,Mali,"Poverty headcount, $1.90 threshold",Million people,2019,4.18218,MLI
Female,POVCOUNT,Malta,"Poverty headcount, $1.90 threshold",Million people,2019,0.000188,MLT
Female,POVCOUNT,Mauritania,"Poverty headcount, $1.90 threshold",Million people,2019,0.127455,MRT
Female,POVCOUNT,Mauritius,"Poverty headcount, $1.90 threshold",Million people,2019,0.000806,MUS
Female,POVCOUNT,Mexico,"Poverty headcount, $1.90 threshold",Million people,2019,1.250267,MEX
Female,POVCOUNT,"Micronesia, Fed. Sts.","Poverty headcount, $1.90 threshold",Million people,2019,0.008739,FSM
Female,POVCOUNT,Moldova,"Poverty headcount, $1.90 threshold",Million people,2019,0.001983,MDA
Female,POVCOUNT,Mongolia,"Poverty headcount, $1.90 threshold",Million people,2019,0.005379,MNG
Female,POVCOUNT,Montenegro,"Poverty headcount, $1.90 threshold",Million people,2019,0.002511,MNE
Female,POVCOUNT,Morocco,"Poverty headcount, $1.90 threshold",Million people,2019,0.118228,MAR
Female,POVCOUNT,Mozambique,"Poverty headcount, $1.90 threshold",Million people,2019,9.826791,MOZ
Female,POVCOUNT,Myanmar,"Poverty headcount, $1.90 threshold",Million people,2019,0.263743,MMR
Female,POVCOUNT,Namibia,"Poverty headcount, $1.90 threshold",Million people,2019,0.200013,NAM
Female,POVCOUNT,Nepal,"Poverty headcount, $1.90 threshold",Million people,2019,0.677526,NPL
Female,POVCOUNT,Netherlands,"Poverty headcount, $1.90 threshold",Million people,2019,0.013359,NLD
Female,POVCOUNT,New Zealand,"Poverty headcount, $1.90 threshold",Million people,2019,0.003314,NZL
Female,POVCOUNT,Nicaragua,"Poverty headcount, $1.90 threshold",Million people,2019,0.089662,NIC
Female,POVCOUNT,Niger,"Poverty headcount, $1.90 threshold",Million people,2019,4.556963,NER
Female,POVCOUNT,Nigeria,"Poverty headcount, $1.90 threshold",Million people,2019,42.12486,NGA
Female,POVCOUNT,Norway,"Poverty headcount, $1.90 threshold",Million people,2019,0.0052,NOR
Female,POVCOUNT,Oman,"Poverty headcount, $1.90 threshold",Million people,2019,0.003529,OMN
Female,POVCOUNT,Pakistan,"Poverty headcount, $1.90 threshold",Million people,2019,2.434444,PAK
Female,POVCOUNT,Palestine,"Poverty headcount, $1.90 threshold",Million people,2019,0.026781,PSE
Female,POVCOUNT,Panama,"Poverty headcount, $1.90 threshold",Million people,2019,0.050852,PAN
Female,POVCOUNT,Papua New Guinea,"Poverty headcount, $1.90 threshold",Million people,2019,1.069114,PNG
Female,POVCOUNT,Paraguay,"Poverty headcount, $1.90 threshold",Million people,2019,0.036422,PRY
Female,POVCOUNT,Peru,"Poverty headcount, $1.90 threshold",Million people,2019,0.570286,PER
Female,POVCOUNT,Philippines,"Poverty headcount, $1.90 threshold",Million people,2019,2.422935,PHL
Female,POVCOUNT,Poland,"Poverty headcount, $1.90 threshold",Million people,2019,0.040687,POL
Female,POVCOUNT,Portugal,"Poverty headcount, $1.90 threshold",Million people,2019,0.017901,PRT
Female,POVCOUNT,Puerto Rico,"Poverty headcount, $1.90 threshold",Million people,2019,0.001966,PRI
Female,POVCOUNT,Qatar,"Poverty headcount, $1.90 threshold",Million people,2019,0.000681,QAT
Female,POVCOUNT,Romania,"Poverty headcount, $1.90 threshold",Million people,2019,0.222156,ROU
Female,POVCOUNT,Russia,"Poverty headcount, $1.90 threshold",Million people,2019,0.116851,RUS
Female,POVCOUNT,Rwanda,"Poverty headcount, $1.90 threshold",Million people,2019,3.351921,RWA
Female,POVCOUNT,Samoa,"Poverty headcount, $1.90 threshold",Million people,2019,0.000568,WSM
Female,POVCOUNT,Sao Tome and Principe,"Poverty headcount, $1.90 threshold",Million people,2019,0.038808,STP
Female,POVCOUNT,Saudi Arabia,"Poverty headcount, $1.90 threshold",Million people,2019,0.026398,SAU
Female,POVCOUNT,Senegal,"Poverty headcount, $1.90 threshold",Million people,2019,2.380717,SEN
Female,POVCOUNT,Serbia,"Poverty headcount, $1.90 threshold",Million people,2019,0.188513,SRB
Female,POVCOUNT,Seychelles,"Poverty headcount, $1.90 threshold",Million people,2019,0.000445,SYC
Female,POVCOUNT,Sierra Leone,"Poverty headcount, $1.90 threshold",Million people,2019,1.628993,SLE
Female,POVCOUNT,Singapore,"Poverty headcount, $1.90 threshold",Million people,2019,0.002247,SGP
Female,POVCOUNT,Slovakia,"Poverty headcount, $1.90 threshold",Million people,2019,0.026702,SVK
Female,POVCOUNT,Slovenia,"Poverty headcount, $1.90 threshold",Million people,2019,0.000652,SVN
Female,POVCOUNT,Solomon Islands,"Poverty headcount, $1.90 threshold",Million people,2019,0.084237,SLB
Female,POVCOUNT,Somalia,"Poverty headcount, $1.90 threshold",Million people,2019,3.483367,SOM
Female,POVCOUNT,South Africa,"Poverty headcount, $1.90 threshold",Million people,2019,5.968442,ZAF
Female,POVCOUNT,Spain,"Poverty headcount, $1.90 threshold",Million people,2019,0.137113,ESP
Female,POVCOUNT,Sri Lanka,"Poverty headcount, $1.90 threshold",Million people,2019,0.081678,LKA
Female,POVCOUNT,St. Lucia,"Poverty headcount, $1.90 threshold",Million people,2019,0.004222,LCA
Female,POVCOUNT,St. Vincent and the Grenadines,"Poverty headcount, $1.90 threshold",Million people,2019,0.00614,VCT
Female,POVCOUNT,Sudan,"Poverty headcount, $1.90 threshold",Million people,2019,2.376715,SDN
Female,POVCOUNT,South Sudan,"Poverty headcount, $1.90 threshold",Million people,2019,4.221854,SSD
Female,POVCOUNT,Suriname,"Poverty headcount, $1.90 threshold",Million people,2019,0.050587,SUR
Female,POVCOUNT,Sweden,"Poverty headcount, $1.90 threshold",Million people,2019,0.010232,SWE
Female,POVCOUNT,Switzerland,"Poverty headcount, $1.90 threshold",Million people,2019,0.003732,CHE
Female,POVCOUNT,Syria,"Poverty headcount, $1.90 threshold",Million people,2019,2.850456,SYR
Female,POVCOUNT,Taiwan,"Poverty headcount, $1.90 threshold",Million people,2019,0.008068,TWN
Female,POVCOUNT,Tajikistan,"Poverty headcount, $1.90 threshold",Million people,2019,0.107289,TJK
Female,POVCOUNT,Tanzania,"Poverty headcount, $1.90 threshold",Million people,2019,13.37322,TZA
Female,POVCOUNT,Thailand,"Poverty headcount, $1.90 threshold",Million people,2019,0.036592,THA
Female,POVCOUNT,Timor-Leste,"Poverty headcount, $1.90 threshold",Million people,2019,0.116925,TLS
Female,POVCOUNT,Togo,"Poverty headcount, $1.90 threshold",Million people,2019,1.895688,TGO
Female,POVCOUNT,Tonga,"Poverty headcount, $1.90 threshold",Million people,2019,0.000533,TON
Female,POVCOUNT,Trinidad and Tobago,"Poverty headcount, $1.90 threshold",Million people,2019,0.001893,TTO
Female,POVCOUNT,Tunisia,"Poverty headcount, $1.90 threshold",Million people,2019,0.01679,TUN
Female,POVCOUNT,Türkiye,"Poverty headcount, $1.90 threshold",Million people,2019,0.054861,TUR
Female,POVCOUNT,Turkmenistan,"Poverty headcount, $1.90 threshold",Million people,2019,0.027887,TKM
Female,POVCOUNT,Uganda,"Poverty headcount, $1.90 threshold",Million people,2019,8.661362,UGA
Female,POVCOUNT,Ukraine,"Poverty headcount, $1.90 threshold",Million people,2019,0.020729,UKR
Female,POVCOUNT,United Arab Emirates,"Poverty headcount, $1.90 threshold",Million people,2019,0.003109,ARE
Female,POVCOUNT,United Kingdom,"Poverty headcount, $1.90 threshold",Million people,2019,0.071178,GBR
Female,POVCOUNT,United States,"Poverty headcount, $1.90 threshold",Million people,2019,1.640005,USA
Female,POVCOUNT,Uruguay,"Poverty headcount, $1.90 threshold",Million people,2019,0.001958,URY
Female,POVCOUNT,Uzbekistan,"Poverty headcount, $1.90 threshold",Million people,2019,1.59507,UZB
Female,POVCOUNT,Vanuatu,"Poverty headcount, $1.90 threshold",Million people,2019,0.020729,VUT
Female,POVCOUNT,Venezuela,"Poverty headcount, $1.90 threshold",Million people,2019,4.705123,VEN
Female,POVCOUNT,Vietnam,"Poverty headcount, $1.90 threshold",Million people,2019,0.580078,VNM
Female,POVCOUNT,Yemen,"Poverty headcount, $1.90 threshold",Million people,2019,7.168735,YEM
Female,POVCOUNT,Zambia,"Poverty headcount, $1.90 threshold",Million people,2019,5.220711,ZMB
Female,POVCOUNT,Zimbabwe,"Poverty headcount, $1.90 threshold",Million people,2019,2.85559,ZWE
Male,POVCOUNT,Afghanistan,"Poverty headcount, $1.90 threshold",Million people,2019,6.932424,AFG
Male,POVCOUNT,Albania,"Poverty headcount, $1.90 threshold",Million people,2019,0.014901,ALB
Male,POVCOUNT,Algeria,"Poverty headcount, $1.90 threshold",Million people,2019,0.052858,DZA
Male,POVCOUNT,Angola,"Poverty headcount, $1.90 threshold",Million people,2019,7.704996,AGO
Male,POVCOUNT,Argentina,"Poverty headcount, $1.90 threshold",Million people,2019,0.833306,ARG
Male,POVCOUNT,Armenia,"Poverty headcount, $1.90 threshold",Million people,2019,0.007957,ARM
Male,POVCOUNT,Australia,"Poverty headcount, $1.90 threshold",Million people,2019,0.05681,AUS
Male,POVCOUNT,Austria,"Poverty headcount, $1.90 threshold",Million people,2019,0.012987,AUT
Male,POVCOUNT,Azerbaijan,"Poverty headcount, $1.90 threshold",Million people,2019,0.002768,AZE
Male,POVCOUNT,Bahamas,"Poverty headcount, $1.90 threshold",Million people,2019,6.3e-05,BHS
Male,POVCOUNT,Bahrain,"Poverty headcount, $1.90 threshold",Million people,2019,0.000558,BHR
Male,POVCOUNT,Bangladesh,"Poverty headcount, $1.90 threshold",Million people,2019,6.398896,BGD
Male,POVCOUNT,Barbados,"Poverty headcount, $1.90 threshold",Million people,2019,0.00719,BRB
Male,POVCOUNT,Belarus,"Poverty headcount, $1.90 threshold",Million people,2019,0.004505,BLR
Male,POVCOUNT,Belgium,"Poverty headcount, $1.90 threshold",Million people,2019,0.006586,BEL
Male,POVCOUNT,Belize,"Poverty headcount, $1.90 threshold",Million people,2019,0.025912,BLZ
Male,POVCOUNT,Benin,"Poverty headcount, $1.90 threshold",Million people,2019,2.52922,BEN
Male,POVCOUNT,Bhutan,"Poverty headcount, $1.90 threshold",Million people,2019,0.004609,BTN
Male,POVCOUNT,Bolivia,"Poverty headcount, $1.90 threshold",Million people,2019,0.304137,BOL
Male,POVCOUNT,Bosnia and Herzegovina,"Poverty headcount, $1.90 threshold",Million people,2019,0.001909,BIH
Male,POVCOUNT,Botswana,"Poverty headcount, $1.90 threshold",Million people,2019,0.144294,BWA
Male,POVCOUNT,Brazil,"Poverty headcount, $1.90 threshold",Million people,2019,4.327946,BRA
Male,POVCOUNT,Brunei Darussalam,"Poverty headcount, $1.90 threshold",Million people,2019,6e-05,BRN
Male,POVCOUNT,Bulgaria,"Poverty headcount, $1.90 threshold",Million people,2019,0.037636,BGR
Male,POVCOUNT,Burkina Faso,"Poverty headcount, $1.90 threshold",Million people,2019,3.327866,BFA
Male,POVCOUNT,Burundi,"Poverty headcount, $1.90 threshold",Million people,2019,4.509876,BDI
Male,POVCOUNT,Cabo Verde,"Poverty headcount, $1.90 threshold",Million people,2019,0.006399,CPV
Male,POVCOUNT,Cambodia,"Poverty headcount, $1.90 threshold",Million people,2019,1.564392,KHM
Male,POVCOUNT,Cameroon,"Poverty headcount, $1.90 threshold",Million people,2019,2.824244,CMR
Male,POVCOUNT,Canada,"Poverty headcount, $1.90 threshold",Million people,2019,0.04211,CAN
Male,POVCOUNT,Central African Republic,"Poverty headcount, $1.90 threshold",Million people,2019,1.64766,CAF
Male,POVCOUNT,Chad,"Poverty headcount, $1.90 threshold",Million people,2019,3.144204,TCD
Male,POVCOUNT,Chile,"Poverty headcount, $1.90 threshold",Million people,2019,0.026485,CHL
Male,POVCOUNT,China,"Poverty headcount, $1.90 threshold",Million people,2019,1.681318,CHN
Male,POVCOUNT,Colombia,"Poverty headcount, $1.90 threshold",Million people,2019,0.920035,COL
Male,POVCOUNT,Comoros,"Poverty headcount, $1.90 threshold",Million people,2019,0.081016,COM
Male,POVCOUNT,Congo Republic,"Poverty headcount, $1.90 threshold",Million people,2019,1.168936,COG
Male,POVCOUNT,DR Congo,"Poverty headcount, $1.90 threshold",Million people,2019,30.66923,COD
Male,POVCOUNT,Costa Rica,"Poverty headcount, $1.90 threshold",Million people,2019,0.025767,CRI
Male,POVCOUNT,Cote d'Ivoire,"Poverty headcount, $1.90 threshold",Million people,2019,2.845263,CIV
Male,POVCOUNT,Croatia,"Poverty headcount, $1.90 threshold",Million people,2019,0.007872,HRV
Male,POVCOUNT,Cuba,"Poverty headcount, $1.90 threshold",Million people,2019,0.108509,CUB
Male,POVCOUNT,Cyprus,"Poverty headcount, $1.90 threshold",Million people,2019,0.000539,CYP
Male,POVCOUNT,Czech Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.005447,CZE
Male,POVCOUNT,Denmark,"Poverty headcount, $1.90 threshold",Million people,2019,0.003065,DNK
Male,POVCOUNT,Djibouti,"Poverty headcount, $1.90 threshold",Million people,2019,0.070119,DJI
Male,POVCOUNT,Dominican Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.029536,DOM
Male,POVCOUNT,Ecuador,"Poverty headcount, $1.90 threshold",Million people,2019,0.303523,ECU
Male,POVCOUNT,Egypt,"Poverty headcount, $1.90 threshold",Million people,2019,2.799831,EGY
Male,POVCOUNT,El Salvador,"Poverty headcount, $1.90 threshold",Million people,2019,0.055086,SLV
Male,POVCOUNT,Equatorial Guinea,"Poverty headcount, $1.90 threshold",Million people,2019,0.011673,GNQ
Male,POVCOUNT,Eritrea,"Poverty headcount, $1.90 threshold",Million people,2019,0.559301,ERI
Male,POVCOUNT,Estonia,"Poverty headcount, $1.90 threshold",Million people,2019,0.001313,EST
Male,POVCOUNT,Eswatini,"Poverty headcount, $1.90 threshold",Million people,2019,0.147303,SWZ
Male,POVCOUNT,Ethiopia,"Poverty headcount, $1.90 threshold",Million people,2019,11.77662,ETH
Male,POVCOUNT,Fiji,"Poverty headcount, $1.90 threshold",Million people,2019,0.000804,FJI
Male,POVCOUNT,Finland,"Poverty headcount, $1.90 threshold",Million people,2019,0.003186,FIN
Male,POVCOUNT,France,"Poverty headcount, $1.90 threshold",Million people,2019,0.03769,FRA
Male,POVCOUNT,Gabon,"Poverty headcount, $1.90 threshold",Million people,2019,0.033411,GAB
Male,POVCOUNT,Gambia,"Poverty headcount, $1.90 threshold",Million people,2019,0.093805,GMB
Male,POVCOUNT,Georgia,"Poverty headcount, $1.90 threshold",Million people,2019,0.079862,GEO
Male,POVCOUNT,Germany,"Poverty headcount, $1.90 threshold",Million people,2019,0.038561,DEU
Male,POVCOUNT,Ghana,"Poverty headcount, $1.90 threshold",Million people,2019,1.79198,GHA
Male,POVCOUNT,Greece,"Poverty headcount, $1.90 threshold",Million people,2019,0.042112,GRC
Male,POVCOUNT,Grenada,"Poverty headcount, $1.90 threshold",Million people,2019,0.003994,GRD
Male,POVCOUNT,Guatemala,"Poverty headcount, $1.90 threshold",Million people,2019,0.610194,GTM
Male,POVCOUNT,Guinea,"Poverty headcount, $1.90 threshold",Million people,2019,1.42502,GIN
Male,POVCOUNT,Guinea-Bissau,"Poverty headcount, $1.90 threshold",Million people,2019,0.594764,GNB
Male,POVCOUNT,Guyana,"Poverty headcount, $1.90 threshold",Million people,2019,0.016819,GUY
Male,POVCOUNT,Haiti,"Poverty headcount, $1.90 threshold",Million people,2019,1.460349,HTI
Male,POVCOUNT,Honduras,"Poverty headcount, $1.90 threshold",Million people,2019,0.86443,HND
Male,POVCOUNT,Hong Kong,"Poverty headcount, $1.90 threshold",Million people,2019,0.003463,HKG
Male,POVCOUNT,Hungary,"Poverty headcount, $1.90 threshold",Million people,2019,0.0175,HUN
Male,POVCOUNT,Iceland,"Poverty headcount, $1.90 threshold",Million people,2019,0.000209,ISL
Male,POVCOUNT,India,"Poverty headcount, $1.90 threshold",Million people,2019,53.37411,IND
Male,POVCOUNT,Indonesia,"Poverty headcount, $1.90 threshold",Million people,2019,4.665009,IDN
Male,POVCOUNT,Iran,"Poverty headcount, $1.90 threshold",Million people,2019,0.205066,IRN
Male,POVCOUNT,Iraq,"Poverty headcount, $1.90 threshold",Million people,2019,0.258036,IRQ
Male,POVCOUNT,Ireland,"Poverty headcount, $1.90 threshold",Million people,2019,0.001848,IRL
Male,POVCOUNT,Israel,"Poverty headcount, $1.90 threshold",Million people,2019,0.014009,ISR
Male,POVCOUNT,Italy,"Poverty headcount, $1.90 threshold",Million people,2019,0.401969,ITA
Male,POVCOUNT,Jamaica,"Poverty headcount, $1.90 threshold",Million people,2019,0.026067,JAM
Male,POVCOUNT,Japan,"Poverty headcount, $1.90 threshold",Million people,2019,0.446514,JPN
Male,POVCOUNT,Jordan,"Poverty headcount, $1.90 threshold",Million people,2019,0.011413,JOR
Male,POVCOUNT,Kazakhstan,"Poverty headcount, $1.90 threshold",Million people,2019,0.003206,KAZ
Male,POVCOUNT,Kenya,"Poverty headcount, $1.90 threshold",Million people,2019,7.855714,KEN
Male,POVCOUNT,North Korea,"Poverty headcount, $1.90 threshold",Million people,2019,3.908019,PRK
Male,POVCOUNT,South Korea,"Poverty headcount, $1.90 threshold",Million people,2019,0.0671,KOR
Male,POVCOUNT,Kosovo,"Poverty headcount, $1.90 threshold",Million people,2019,0.006928,XKX
Male,POVCOUNT,Kuwait,"Poverty headcount, $1.90 threshold",Million people,2019,0.002468,KWT
Male,POVCOUNT,Kyrgyz Republic,"Poverty headcount, $1.90 threshold",Million people,2019,0.033205,KGZ
Male,POVCOUNT,Laos,"Poverty headcount, $1.90 threshold",Million people,2019,0.287137,LAO
Male,POVCOUNT,Latvia,"Poverty headcount, $1.90 threshold",Million people,2019,0.00489,LVA
Male,POVCOUNT,Lebanon,"Poverty headcount, $1.90 threshold",Million people,2019,0.226525,LBN
Male,POVCOUNT,Lesotho,"Poverty headcount, $1.90 threshold",Million people,2019,0.29557,LSO
Male,POVCOUNT,Liberia,"Poverty headcount, $1.90 threshold",Million people,2019,1.186319,LBR
Male,POVCOUNT,Libya,"Poverty headcount, $1.90 threshold",Million people,2019,0.093614,LBY
Male,POVCOUNT,Lithuania,"Poverty headcount, $1.90 threshold",Million people,2019,0.008938,LTU
Male,POVCOUNT,Luxembourg,"Poverty headcount, $1.90 threshold",Million people,2019,0.001179,LUX
Male,POVCOUNT,North Macedonia,"Poverty headcount, $1.90 threshold",Million people,2019,0.041492,MKD
Male,POVCOUNT,Madagascar,"Poverty headcount, $1.90 threshold",Million people,2019,10.02601,MDG
Male,POVCOUNT,Malawi,"Poverty headcount, $1.90 threshold",Million people,2019,6.074148,MWI
Male,POVCOUNT,Malaysia,"Poverty headcount, $1.90 threshold",Million people,2019,0.023336,MYS
Male,POVCOUNT,Maldives,"Poverty headcount, $1.90 threshold",Million people,2019,0.010615,MDV
Male,POVCOUNT,Mali,"Poverty headcount, $1.90 threshold",Million people,2019,4.167749,MLI
Male,POVCOUNT,Malta,"Poverty headcount, $1.90 threshold",Million people,2019,0.000177,MLT
Male,POVCOUNT,Mauritania,"Poverty headcount, $1.90 threshold",Million people,2019,0.136948,MRT
Male,POVCOUNT,Mauritius,"Poverty headcount, $1.90 threshold",Million people,2019,0.001513,MUS
Male,POVCOUNT,Mexico,"Poverty headcount, $1.90 threshold",Million people,2019,1.220997,MEX
Male,POVCOUNT,"Micronesia, Fed. Sts.","Poverty headcount, $1.90 threshold",Million people,2019,0.008483,FSM
Male,POVCOUNT,Moldova,"Poverty headcount, $1.90 threshold",Million people,2019,0.001845,MDA
Male,POVCOUNT,Mongolia,"Poverty headcount, $1.90 threshold",Million people,2019,0.004931,MNG
Male,POVCOUNT,Montenegro,"Poverty headcount, $1.90 threshold",Million people,2019,0.002337,MNE
Male,POVCOUNT,Morocco,"Poverty headcount, $1.90 threshold",Million people,2019,0.1072,MAR
Male,POVCOUNT,Mozambique,"Poverty headcount, $1.90 threshold",Million people,2019,8.901049,MOZ
Male,POVCOUNT,Myanmar,"Poverty headcount, $1.90 threshold",Million people,2019,0.243836,MMR
Male,POVCOUNT,Namibia,"Poverty headcount, $1.90 threshold",Million people,2019,0.183328,NAM
Male,POVCOUNT,Nepal,"Poverty headcount, $1.90 threshold",Million people,2019,0.564851,NPL
Male,POVCOUNT,Netherlands,"Poverty headcount, $1.90 threshold",Million people,2019,0.013035,NLD
Male,POVCOUNT,New Zealand,"Poverty headcount, $1.90 threshold",Million people,2019,0.000643,NZL
Male,POVCOUNT,Nicaragua,"Poverty headcount, $1.90 threshold",Million people,2019,0.090537,NIC
